排名,标题,播放量,讨论数,得分,封面链接,UP的ID,视频av号
88,在宿舍楼里跳【你最最最重要】还挺好看的【龙傲娇】,8.8万,16,122956,11918927,BV15Z4y1H7EE
89,【Lisa Rhee】How You Like That翻跳+教程,6.0万,207,117731,37126545,BV1Xv411B73c
90,【BLACKPINK - How You Like That】舞蹈分解教程合集 镜面,3.6万,27,114539,98779918,BV1Ci4y1G7Dz
91,【美豚】Dumhdurum-Apink❤10cm细高跟翻跳,3.5万,72,114285,286035743,BV1Kp4y1S7wY
92,【高度还原】于是伊井野弥子跳起了书记舞丨今天不开门丨新人宅舞初投稿丨一米五小短腿丨Cosplay丨表情废丨石弥冲冲冲（小声）,7.8万,102,110798,10243761,BV1gD4y1Q7VT
93,【跳跳舞蹈教学】青春有你2主题曲《YES！OK！》舞蹈教学，全网最快完整版教学【YES!OK! 一起绽放】,5.9万,114,110412,44170758,BV18741117Nv
94,【小伊妍】夏日摇摆 Shake it！牛仔热裤抖抖抖起来～,4.0万,61,108917,18977950,BV1Zk4y1z7st
95,草莓甜心学生【白金DISCO】芭比全糖啊！完整版萌到不行！,5.8万,82,108843,41285799,BV1yp4y1D7h5
96,Red Velvet IRENE最新练习室公开！《Don’t -Start Now》200626 编舞老师Ins更新,6.5万,250,106240,63189850,BV145411Y7pF
97,awsl，超可爱毛妹书记舞,5.8万,46,101481,62050393,BV15g4y1a7rw
98,【十元酱】和广场舞阿姨battle《酒醉的蝴蝶》，阿姨都甘拜下风？,8.6万,254,100845,20067185,BV1kg4y1i78T
99,【王智  乘风破浪的姐姐】垫底？倒数第一？来看姐姐绝美主题曲直拍,9.2万,59,100554,409546822,BV19k4y1z73M
100,全b站最沙雕 爱 杀 宝 贝 真羞耻妈见打系列又疯了一个 超还原倒立踢腿(๑´∀`๑)人甜舞憨 硬核防止抑郁(´▽｀),7.5万,48,99061,15049310,BV14T4y1J7FA
